location,date,vaccine,total_vaccinations
France,2021-04-26,Pfizer/BioNTech,14866325
France,2021-04-27,Johnson&Johnson,17353
France,2021-04-27,Moderna,1698389
France,2021-04-27,Oxford/AstraZeneca,3861442
France,2021-04-27,Pfizer/BioNTech,15248907
France,2021-04-28,Johnson&Johnson,27221
France,2021-04-28,Moderna,1746830
France,2021-04-28,Oxford/AstraZeneca,3892131
France,2021-04-28,Pfizer/BioNTech,15642024
France,2021-04-29,Johnson&Johnson,43184
France,2021-04-29,Moderna,1802294
France,2021-04-29,Oxford/AstraZeneca,3943231
France,2021-04-29,Pfizer/BioNTech,16071658
France,2021-04-30,Johnson&Johnson,62377
France,2021-04-30,Moderna,1855498
France,2021-04-30,Oxford/AstraZeneca,4007424
France,2021-04-30,Pfizer/BioNTech,16490961
France,2021-05-01,Johnson&Johnson,64337
France,2021-05-01,Moderna,1880234
France,2021-05-01,Oxford/AstraZeneca,4018764
France,2021-05-01,Pfizer/BioNTech,16670765
France,2021-05-02,Johnson&Johnson,64801
France,2021-05-02,Moderna,1895989
France,2021-05-02,Oxford/AstraZeneca,4022211
France,2021-05-02,Pfizer/BioNTech,16779792
France,2021-05-03,Johnson&Johnson,69812
France,2021-05-03,Moderna,1935151
France,2021-05-03,Oxford/AstraZeneca,4038949
France,2021-05-03,Pfizer/BioNTech,17175058
France,2021-05-04,Johnson&Johnson,78155
France,2021-05-04,Moderna,1982330
France,2021-05-04,Oxford/AstraZeneca,4070213
France,2021-05-04,Pfizer/BioNTech,17626095
France,2021-05-05,Johnson&Johnson,84268
France,2021-05-05,Moderna,2029849
France,2021-05-05,Oxford/AstraZeneca,4099268
France,2021-05-05,Pfizer/BioNTech,18091965
France,2021-05-06,Johnson&Johnson,95608
France,2021-05-06,Moderna,2088528
France,2021-05-06,Oxford/AstraZeneca,4154522
France,2021-05-06,Pfizer/BioNTech,18583069
France,2021-05-07,Johnson&Johnson,114653
France,2021-05-07,Moderna,2146858
France,2021-05-07,Oxford/AstraZeneca,4226890
France,2021-05-07,Pfizer/BioNTech,19061458
France,2021-05-08,Johnson&Johnson,116987
France,2021-05-08,Moderna,2177723
France,2021-05-08,Oxford/AstraZeneca,4242388
France,2021-05-08,Pfizer/BioNTech,19300589
France,2021-05-09,Johnson&Johnson,117647
France,2021-05-09,Moderna,2198692
France,2021-05-09,Oxford/AstraZeneca,4246737
France,2021-05-09,Pfizer/BioNTech,19450378
France,2021-05-10,Johnson&Johnson,124838
France,2021-05-10,Moderna,2253561
France,2021-05-10,Oxford/AstraZeneca,4274035
France,2021-05-10,Pfizer/BioNTech,19899744
France,2021-05-11,Johnson&Johnson,139105
France,2021-05-11,Moderna,2317945
France,2021-05-11,Oxford/AstraZeneca,4326589
France,2021-05-11,Pfizer/BioNTech,20428466
France,2021-05-12,Johnson&Johnson,149220
France,2021-05-12,Moderna,2387607
France,2021-05-12,Oxford/AstraZeneca,4371101
France,2021-05-12,Pfizer/BioNTech,20968729
France,2021-05-13,Johnson&Johnson,150753
France,2021-05-13,Moderna,2444379
France,2021-05-13,Oxford/AstraZeneca,4376729
France,2021-05-13,Pfizer/BioNTech,21297669
France,2021-05-14,Johnson&Johnson,158442
France,2021-05-14,Moderna,2518412
France,2021-05-14,Oxford/AstraZeneca,4416806
France,2021-05-14,Pfizer/BioNTech,21794766
France,2021-05-15,Johnson&Johnson,162114
France,2021-05-15,Moderna,2591168
France,2021-05-15,Oxford/AstraZeneca,4444617
France,2021-05-15,Pfizer/BioNTech,22156450
France,2021-05-16,Johnson&Johnson,162509
France,2021-05-16,Moderna,2637069
France,2021-05-16,Oxford/AstraZeneca,4448184
France,2021-05-16,Pfizer/BioNTech,22328975
France,2021-05-17,Johnson&Johnson,166929
France,2021-05-17,Moderna,2694154
France,2021-05-17,Oxford/AstraZeneca,4475834
France,2021-05-17,Pfizer/BioNTech,22763257
France,2021-05-18,Johnson&Johnson,175622
France,2021-05-18,Moderna,2760820
France,2021-05-18,Oxford/AstraZeneca,4518653
France,2021-05-18,Pfizer/BioNTech,23255697
France,2021-05-19,Johnson&Johnson,181237
France,2021-05-19,Moderna,2828425
France,2021-05-19,Oxford/AstraZeneca,4559544
France,2021-05-19,Pfizer/BioNTech,23752927
France,2021-05-20,Johnson&Johnson,190605
France,2021-05-20,Moderna,2902540
France,2021-05-20,Oxford/AstraZeneca,4625309
France,2021-05-20,Pfizer/BioNTech,24269412
France,2021-05-21,Johnson&Johnson,203327
France,2021-05-21,Moderna,2978263
France,2021-05-21,Oxford/AstraZeneca,4703367
France,2021-05-21,Pfizer/BioNTech,24765134
France,2021-05-22,Johnson&Johnson,208325
France,2021-05-22,Moderna,3044025
France,2021-05-22,Oxford/AstraZeneca,4741480
France,2021-05-22,Pfizer/BioNTech,25081740
France,2021-05-23,Johnson&Johnson,208789
France,2021-05-23,Moderna,3081927
France,2021-05-23,Oxford/AstraZeneca,4744705
France,2021-05-23,Pfizer/BioNTech,25215453
France,2021-05-24,Johnson&Johnson,209801
France,2021-05-24,Moderna,3100992
France,2021-05-24,Oxford/AstraZeneca,4750317
France,2021-05-24,Pfizer/BioNTech,25484834
France,2021-05-25,Johnson&Johnson,217333
France,2021-05-25,Moderna,3134206
France,2021-05-25,Oxford/AstraZeneca,4800566
France,2021-05-25,Pfizer/BioNTech,25981843
France,2021-05-26,Johnson&Johnson,224993
France,2021-05-26,Moderna,3165439
France,2021-05-26,Oxford/AstraZeneca,4856379
France,2021-05-26,Pfizer/BioNTech,26487379
France,2021-05-27,Johnson&Johnson,239269
France,2021-05-27,Moderna,3200910
France,2021-05-27,Oxford/AstraZeneca,4940306
France,2021-05-27,Pfizer/BioNTech,27020664
France,2021-05-28,Johnson&Johnson,265767
France,2021-05-28,Moderna,3245145
France,2021-05-28,Oxford/AstraZeneca,5046756
France,2021-05-28,Pfizer/BioNTech,27531167
France,2021-05-29,Johnson&Johnson,277044
France,2021-05-29,Moderna,3283590
France,2021-05-29,Oxford/AstraZeneca,5110222
France,2021-05-29,Pfizer/BioNTech,27865250
France,2021-05-30,Johnson&Johnson,277929
France,2021-05-30,Moderna,3289963
France,2021-05-30,Oxford/AstraZeneca,5118887
France,2021-05-30,Pfizer/BioNTech,27988205
France,2021-05-31,Johnson&Johnson,290474
France,2021-05-31,Moderna,3337206
France,2021-05-31,Oxford/AstraZeneca,5157074
France,2021-05-31,Pfizer/BioNTech,28450321
France,2021-06-01,Johnson&Johnson,310550
France,2021-06-01,Moderna,3402714
France,2021-06-01,Oxford/AstraZeneca,5225006
France,2021-06-01,Pfizer/BioNTech,28972139
France,2021-06-02,Johnson&Johnson,324945
France,2021-06-02,Moderna,3459319
France,2021-06-02,Oxford/AstraZeneca,5285871
France,2021-06-02,Pfizer/BioNTech,29484800
France,2021-06-03,Johnson&Johnson,344257
France,2021-06-03,Moderna,3533751
France,2021-06-03,Oxford/AstraZeneca,5376763
France,2021-06-03,Pfizer/BioNTech,30018195
France,2021-06-04,Johnson&Johnson,366637
France,2021-06-04,Moderna,3623204
France,2021-06-04,Oxford/AstraZeneca,5485845
France,2021-06-04,Pfizer/BioNTech,30554704
France,2021-06-05,Johnson&Johnson,376296
France,2021-06-05,Moderna,3681569
France,2021-06-05,Oxford/AstraZeneca,5539949
France,2021-06-05,Pfizer/BioNTech,30924238
France,2021-06-06,Johnson&Johnson,377259
France,2021-06-06,Moderna,3692621
France,2021-06-06,Oxford/AstraZeneca,5545709
France,2021-06-06,Pfizer/BioNTech,31087126
France,2021-06-07,Johnson&Johnson,386328
France,2021-06-07,Moderna,3743714
France,2021-06-07,Oxford/AstraZeneca,5578126
France,2021-06-07,Pfizer/BioNTech,31592290
France,2021-06-08,Johnson&Johnson,400839
France,2021-06-08,Moderna,3812866
France,2021-06-08,Oxford/AstraZeneca,5627251
France,2021-06-08,Pfizer/BioNTech,32141581
France,2021-06-09,Johnson&Johnson,412922
France,2021-06-09,Moderna,3867895
France,2021-06-09,Oxford/AstraZeneca,5671230
France,2021-06-09,Pfizer/BioNTech,32687960
France,2021-06-10,Johnson&Johnson,428215
France,2021-06-10,Moderna,3929487
France,2021-06-10,Oxford/AstraZeneca,5741245
France,2021-06-10,Pfizer/BioNTech,33229781
France,2021-06-11,Johnson&Johnson,445094
France,2021-06-11,Moderna,4009878
France,2021-06-11,Oxford/AstraZeneca,5840393
France,2021-06-11,Pfizer/BioNTech,33775433
France,2021-06-12,Johnson&Johnson,452456
France,2021-06-12,Moderna,4060122
France,2021-06-12,Oxford/AstraZeneca,5882282
France,2021-06-12,Pfizer/BioNTech,34168816
France,2021-06-13,Johnson&Johnson,453316
France,2021-06-13,Moderna,4072550
France,2021-06-13,Oxford/AstraZeneca,5886295
France,2021-06-13,Pfizer/BioNTech,34329505
France,2021-06-14,Johnson&Johnson,459873
France,2021-06-14,Moderna,4121893
France,2021-06-14,Oxford/AstraZeneca,5929843
France,2021-06-14,Pfizer/BioNTech,34824935
France,2021-06-15,Johnson&Johnson,470685
France,2021-06-15,Moderna,4183648
France,2021-06-15,Oxford/AstraZeneca,6011757
France,2021-06-15,Pfizer/BioNTech,35362017
France,2021-06-16,Johnson&Johnson,479475
France,2021-06-16,Moderna,4235198
France,2021-06-16,Oxford/AstraZeneca,6078654
France,2021-06-16,Pfizer/BioNTech,35904065
France,2021-06-17,Johnson&Johnson,490269
France,2021-06-17,Moderna,4297861
France,2021-06-17,Oxford/AstraZeneca,6182029
France,2021-06-17,Pfizer/BioNTech,36414763
France,2021-06-18,Johnson&Johnson,502600
France,2021-06-18,Moderna,4373419
France,2021-06-18,Oxford/AstraZeneca,6301761
France,2021-06-18,Pfizer/BioNTech,36969716
France,2021-06-19,Johnson&Johnson,508119
France,2021-06-19,Moderna,4422778
France,2021-06-19,Oxford/AstraZeneca,6341921
France,2021-06-19,Pfizer/BioNTech,37371906
France,2021-06-20,Johnson&Johnson,508759
France,2021-06-20,Moderna,4436509
France,2021-06-20,Oxford/AstraZeneca,6345404
France,2021-06-20,Pfizer/BioNTech,37530033
France,2021-06-21,Johnson&Johnson,513729
France,2021-06-21,Moderna,4496660
France,2021-06-21,Oxford/AstraZeneca,6385334
France,2021-06-21,Pfizer/BioNTech,38020928
France,2021-06-22,Johnson&Johnson,521511
France,2021-06-22,Moderna,4574528
France,2021-06-22,Oxford/AstraZeneca,6456323
France,2021-06-22,Pfizer/BioNTech,38553191
France,2021-06-23,Johnson&Johnson,528524
France,2021-06-23,Moderna,4645857
France,2021-06-23,Oxford/AstraZeneca,6508016
France,2021-06-23,Pfizer/BioNTech,39095140
France,2021-06-24,Johnson&Johnson,537072
France,2021-06-24,Moderna,4724502
France,2021-06-24,Oxford/AstraZeneca,6586459
France,2021-06-24,Pfizer/BioNTech,39579038
France,2021-06-25,Johnson&Johnson,547074
France,2021-06-25,Moderna,4818251
France,2021-06-25,Oxford/AstraZeneca,6677779
France,2021-06-25,Pfizer/BioNTech,40131676
France,2021-06-26,Johnson&Johnson,551757
France,2021-06-26,Moderna,4893828
France,2021-06-26,Oxford/AstraZeneca,6711492
France,2021-06-26,Pfizer/BioNTech,40540654
France,2021-06-27,Johnson&Johnson,552383
France,2021-06-27,Moderna,4925710
France,2021-06-27,Oxford/AstraZeneca,6715630
France,2021-06-27,Pfizer/BioNTech,40715602
France,2021-06-28,Johnson&Johnson,557026
France,2021-06-28,Moderna,4992622
France,2021-06-28,Oxford/AstraZeneca,6746645
France,2021-06-28,Pfizer/BioNTech,41219780
France,2021-06-29,Johnson&Johnson,563974
France,2021-06-29,Moderna,5072422
France,2021-06-29,Oxford/AstraZeneca,6803660
France,2021-06-29,Pfizer/BioNTech,41764524
France,2021-06-30,Johnson&Johnson,570499
France,2021-06-30,Moderna,5146607
France,2021-06-30,Oxford/AstraZeneca,6849616
France,2021-06-30,Pfizer/BioNTech,42322642
France,2021-07-01,Johnson&Johnson,578517
France,2021-07-01,Moderna,5227009
France,2021-07-01,Oxford/AstraZeneca,6916439
France,2021-07-01,Pfizer/BioNTech,42852390
France,2021-07-02,Johnson&Johnson,587807
France,2021-07-02,Moderna,5313290
France,2021-07-02,Oxford/AstraZeneca,7008261
France,2021-07-02,Pfizer/BioNTech,43410801
France,2021-07-03,Johnson&Johnson,592545
France,2021-07-03,Moderna,5382546
France,2021-07-03,Oxford/AstraZeneca,7040072
France,2021-07-03,Pfizer/BioNTech,43814932
France,2021-07-04,Johnson&Johnson,593139
France,2021-07-04,Moderna,5407800
France,2021-07-04,Oxford/AstraZeneca,7044444
France,2021-07-04,Pfizer/BioNTech,43982267
France,2021-07-05,Johnson&Johnson,597792
France,2021-07-05,Moderna,5446272
France,2021-07-05,Oxford/AstraZeneca,7078978
France,2021-07-05,Pfizer/BioNTech,44490260
France,2021-07-06,Johnson&Johnson,605345
France,2021-07-06,Moderna,5497006
France,2021-07-06,Oxford/AstraZeneca,7136046
France,2021-07-06,Pfizer/BioNTech,45045433
France,2021-07-07,Johnson&Johnson,612194
France,2021-07-07,Moderna,5544964
France,2021-07-07,Oxford/AstraZeneca,7179983
France,2021-07-07,Pfizer/BioNTech,45596957
France,2021-07-08,Johnson&Johnson,621268
France,2021-07-08,Moderna,5604958
France,2021-07-08,Oxford/AstraZeneca,7241881
France,2021-07-08,Pfizer/BioNTech,46120810
France,2021-07-09,Johnson&Johnson,631415
France,2021-07-09,Moderna,5686358
France,2021-07-09,Oxford/AstraZeneca,7312023
France,2021-07-09,Pfizer/BioNTech,46697230
France,2021-07-10,Johnson&Johnson,635917
France,2021-07-10,Moderna,5733400
France,2021-07-10,Oxford/AstraZeneca,7337701
France,2021-07-10,Pfizer/BioNTech,47107497
France,2021-07-11,Johnson&Johnson,636435
France,2021-07-11,Moderna,5739482
France,2021-07-11,Oxford/AstraZeneca,7341099
France,2021-07-11,Pfizer/BioNTech,47267263
France,2021-07-12,Johnson&Johnson,642164
France,2021-07-12,Moderna,5789687
France,2021-07-12,Oxford/AstraZeneca,7365647
France,2021-07-12,Pfizer/BioNTech,47833324
France,2021-07-13,Johnson&Johnson,656240
France,2021-07-13,Moderna,5880059
France,2021-07-13,Oxford/AstraZeneca,7402034
France,2021-07-13,Pfizer/BioNTech,48507001
France,2021-07-14,Johnson&Johnson,658339
France,2021-07-14,Moderna,5890072
France,2021-07-14,Oxford/AstraZeneca,7404855
France,2021-07-14,Pfizer/BioNTech,48829217
France,2021-07-15,Johnson&Johnson,676395
France,2021-07-15,Moderna,5984277
France,2021-07-15,Oxford/AstraZeneca,7437485
France,2021-07-15,Pfizer/BioNTech,49532870
France,2021-07-16,Johnson&Johnson,699032
France,2021-07-16,Moderna,6104424
France,2021-07-16,Oxford/AstraZeneca,7478941
France,2021-07-16,Pfizer/BioNTech,50224250
France,2021-07-17,Johnson&Johnson,708630
France,2021-07-17,Moderna,6159906
France,2021-07-17,Oxford/AstraZeneca,7493705
France,2021-07-17,Pfizer/BioNTech,50723508
France,2021-07-18,Johnson&Johnson,709913
France,2021-07-18,Moderna,6170864
France,2021-07-18,Oxford/AstraZeneca,7496529
France,2021-07-18,Pfizer/BioNTech,50932799
France,2021-07-19,Johnson&Johnson,722702
France,2021-07-19,Moderna,6232503
France,2021-07-19,Oxford/AstraZeneca,7515007
France,2021-07-19,Pfizer/BioNTech,51550263
France,2021-07-20,Johnson&Johnson,739852
France,2021-07-20,Moderna,6329044
France,2021-07-20,Oxford/AstraZeneca,7544026
France,2021-07-20,Pfizer/BioNTech,52236690
France,2021-07-21,Johnson&Johnson,755235
France,2021-07-21,Moderna,6409002
France,2021-07-21,Oxford/AstraZeneca,7565394
France,2021-07-21,Pfizer/BioNTech,52923159
France,2021-07-22,Johnson&Johnson,773301
France,2021-07-22,Moderna,6506285
France,2021-07-22,Oxford/AstraZeneca,7595033
France,2021-07-22,Pfizer/BioNTech,53606555
France,2021-07-23,Johnson&Johnson,793495
France,2021-07-23,Moderna,6623682
France,2021-07-23,Oxford/AstraZeneca,7627766
France,2021-07-23,Pfizer/BioNTech,54297339
France,2021-07-24,Johnson&Johnson,802604
France,2021-07-24,Moderna,6681330
France,2021-07-24,Oxford/AstraZeneca,7635584
France,2021-07-24,Pfizer/BioNTech,54777709
France,2021-07-25,Johnson&Johnson,803830
France,2021-07-25,Moderna,6690669
France,2021-07-25,Oxford/AstraZeneca,7637114
France,2021-07-25,Pfizer/BioNTech,54966443
France,2021-07-26,Johnson&Johnson,814590
France,2021-07-26,Moderna,6749387
France,2021-07-26,Oxford/AstraZeneca,7648690
France,2021-07-26,Pfizer/BioNTech,55556226
France,2021-07-27,Johnson&Johnson,828888
France,2021-07-27,Moderna,6846391
France,2021-07-27,Oxford/AstraZeneca,7666820
France,2021-07-27,Pfizer/BioNTech,56210437
France,2021-07-28,Johnson&Johnson,841371
France,2021-07-28,Moderna,6928092
France,2021-07-28,Oxford/AstraZeneca,7679891
France,2021-07-28,Pfizer/BioNTech,56851702
France,2021-07-29,Johnson&Johnson,855194
France,2021-07-29,Moderna,7029251
France,2021-07-29,Oxford/AstraZeneca,7696888
France,2021-07-29,Pfizer/BioNTech,57485113
France,2021-07-30,Johnson&Johnson,870447
France,2021-07-30,Moderna,7141414
France,2021-07-30,Oxford/AstraZeneca,7716143
France,2021-07-30,Pfizer/BioNTech,58102452
France,2021-07-31,Johnson&Johnson,877090
France,2021-07-31,Moderna,7192254
France,2021-07-31,Oxford/AstraZeneca,7720259
France,2021-07-31,Pfizer/BioNTech,58510964
France,2021-08-01,Johnson&Johnson,877902
France,2021-08-01,Moderna,7199815
France,2021-08-01,Oxford/AstraZeneca,7720808
France,2021-08-01,Pfizer/BioNTech,58663071
France,2021-08-02,Johnson&Johnson,885534
France,2021-08-02,Moderna,7251668
France,2021-08-02,Oxford/AstraZeneca,7726346
France,2021-08-02,Pfizer/BioNTech,59170868
France,2021-08-03,Johnson&Johnson,895934
France,2021-08-03,Moderna,7335777
France,2021-08-03,Oxford/AstraZeneca,7734397
France,2021-08-03,Pfizer/BioNTech,59709083
France,2021-08-04,Johnson&Johnson,905124
France,2021-08-04,Moderna,7403141
France,2021-08-04,Oxford/AstraZeneca,7739700
France,2021-08-04,Pfizer/BioNTech,60220577
France,2021-08-05,Johnson&Johnson,914418
France,2021-08-05,Moderna,7489347
France,2021-08-05,Oxford/AstraZeneca,7743839
France,2021-08-05,Pfizer/BioNTech,60714232
France,2021-08-06,Johnson&Johnson,924172
France,2021-08-06,Moderna,7589857
France,2021-08-06,Oxford/AstraZeneca,7749064
France,2021-08-06,Pfizer/BioNTech,61229240
France,2021-08-07,Johnson&Johnson,928898
France,2021-08-07,Moderna,7632566
France,2021-08-07,Oxford/AstraZeneca,7751171
France,2021-08-07,Pfizer/BioNTech,61570138
France,2021-08-08,Johnson&Johnson,929917
France,2021-08-08,Moderna,7640012
France,2021-08-08,Oxford/AstraZeneca,7751714
France,2021-08-08,Pfizer/BioNTech,61698217
France,2021-08-09,Johnson&Johnson,935792
France,2021-08-09,Moderna,7690418
France,2021-08-09,Oxford/AstraZeneca,7754493
France,2021-08-09,Pfizer/BioNTech,62156653
France,2021-08-10,Johnson&Johnson,944226
France,2021-08-10,Moderna,7768919
France,2021-08-10,Oxford/AstraZeneca,7758700
France,2021-08-10,Pfizer/BioNTech,62648612
France,2021-08-11,Johnson&Johnson,951902
France,2021-08-11,Moderna,7829344
France,2021-08-11,Oxford/AstraZeneca,7761649
France,2021-08-11,Pfizer/BioNTech,63116213
France,2021-08-12,Johnson&Johnson,960112
France,2021-08-12,Moderna,7907012
France,2021-08-12,Oxford/AstraZeneca,7764507
France,2021-08-12,Pfizer/BioNTech,63576413
France,2021-08-13,Johnson&Johnson,967281
France,2021-08-13,Moderna,7985936
France,2021-08-13,Oxford/AstraZeneca,7767011
France,2021-08-13,Pfizer/BioNTech,64014713
France,2021-08-14,Johnson&Johnson,970837
France,2021-08-14,Moderna,8027085
France,2021-08-14,Oxford/AstraZeneca,7768082
France,2021-08-14,Pfizer/BioNTech,64311878
France,2021-08-15,Johnson&Johnson,971467
France,2021-08-15,Moderna,8033989
France,2021-08-15,Oxford/AstraZeneca,7768271
France,2021-08-15,Pfizer/BioNTech,64392530
France,2021-08-16,Johnson&Johnson,975243
France,2021-08-16,Moderna,8086465
France,2021-08-16,Oxford/AstraZeneca,7769465
France,2021-08-16,Pfizer/BioNTech,64839178
France,2021-08-17,Johnson&Johnson,980603
France,2021-08-17,Moderna,8168341
France,2021-08-17,Oxford/AstraZeneca,7771111
France,2021-08-17,Pfizer/BioNTech,65302509
France,2021-08-18,Johnson&Johnson,985537
France,2021-08-18,Moderna,8237091
France,2021-08-18,Oxford/AstraZeneca,7772604
France,2021-08-18,Pfizer/BioNTech,65750550
France,2021-08-19,Johnson&Johnson,990775
France,2021-08-19,Moderna,8321224
France,2021-08-19,Oxford/AstraZeneca,7774174
France,2021-08-19,Pfizer/BioNTech,66176759
France,2021-08-20,Johnson&Johnson,995739
France,2021-08-20,Moderna,8417429
France,2021-08-20,Oxford/AstraZeneca,7775945
France,2021-08-20,Pfizer/BioNTech,66624770
France,2021-08-21,Johnson&Johnson,997902
France,2021-08-21,Moderna,8459852
France,2021-08-21,Oxford/AstraZeneca,7776599
France,2021-08-21,Pfizer/BioNTech,66922102
France,2021-08-22,Johnson&Johnson,998247
France,2021-08-22,Moderna,8467067
France,2021-08-22,Oxford/AstraZeneca,7776790
France,2021-08-22,Pfizer/BioNTech,67033323
France,2021-08-23,Johnson&Johnson,1000911
France,2021-08-23,Moderna,8521490
France,2021-08-23,Oxford/AstraZeneca,7777823
France,2021-08-23,Pfizer/BioNTech,67473331
France,2021-08-24,Johnson&Johnson,1004453
France,2021-08-24,Moderna,8609606
France,2021-08-24,Oxford/AstraZeneca,7778893
France,2021-08-24,Pfizer/BioNTech,67920257
France,2021-08-25,Johnson&Johnson,1007842
France,2021-08-25,Moderna,8679121
France,2021-08-25,Oxford/AstraZeneca,7779834
France,2021-08-25,Pfizer/BioNTech,68348180
France,2021-08-26,Johnson&Johnson,1011406
France,2021-08-26,Moderna,8767433
France,2021-08-26,Oxford/AstraZeneca,7780857
France,2021-08-26,Pfizer/BioNTech,68741097
France,2021-08-27,Johnson&Johnson,1014877
France,2021-08-27,Moderna,8870232
France,2021-08-27,Oxford/AstraZeneca,7781966
France,2021-08-27,Pfizer/BioNTech,69170404
France,2021-08-28,Johnson&Johnson,1016508
France,2021-08-28,Moderna,8916631
France,2021-08-28,Oxford/AstraZeneca,7782405
France,2021-08-28,Pfizer/BioNTech,69462644
France,2021-08-29,Johnson&Johnson,1016865
France,2021-08-29,Moderna,8924402
France,2021-08-29,Oxford/AstraZeneca,7782570
France,2021-08-29,Pfizer/BioNTech,69564925
France,2021-08-30,Johnson&Johnson,1018741
France,2021-08-30,Moderna,8980879
France,2021-08-30,Oxford/AstraZeneca,7783225
France,2021-08-30,Pfizer/BioNTech,69951131
France,2021-08-31,Johnson&Johnson,1021106
France,2021-08-31,Moderna,9067207
France,2021-08-31,Oxford/AstraZeneca,7784031
France,2021-08-31,Pfizer/BioNTech,70333868
France,2021-09-01,Johnson&Johnson,1023059
France,2021-09-01,Moderna,9129735
France,2021-09-01,Oxford/AstraZeneca,7784584
France,2021-09-01,Pfizer/BioNTech,70707226
France,2021-09-02,Johnson&Johnson,1025277
France,2021-09-02,Moderna,9205604
France,2021-09-02,Oxford/AstraZeneca,7785303
France,2021-09-02,Pfizer/BioNTech,71008577
France,2021-09-03,Johnson&Johnson,1027583
France,2021-09-03,Moderna,9306158
France,2021-09-03,Oxford/AstraZeneca,7785993
France,2021-09-03,Pfizer/BioNTech,71342764
France,2021-09-04,Johnson&Johnson,1028913
France,2021-09-04,Moderna,9351855
